#          lgT                    lgLx
-6.606307814097919229e-01 -3.523624654956423186e+00
-9.349448601848641127e-01 -3.773553517452057804e+00
-3.957836563306661448e-01 -2.336179812529489919e+00
-1.465219215547415299e+00 -5.148606941253519587e+00
-4.433078998054772457e-01 -2.694729131271748734e+00
-1.371824883735098366e+00 -4.665629099660485224e+00
-5.385563274320422922e-01 -2.784905920781371780e+00
-9.780058790908874311e-01 -3.907960755616196380e+00
-1.057356454870146401e+00 -4.098839199652804410e+00
-5.712495490408040499e-01 -2.980770668367858534e+00
-1.146581067394903508e+00 -4.269551047517882836e+00
-1.182638825302939622e+00 -4.748195843989365450e+00
-4.416275530818382644e-01 -2.412022805636476974e+00
-4.049745587266728730e-01 -2.605159869718470134e+00
-4.134432987652516545e-01 -2.616116534113836600e+00
-1.098562335079526830e+00 -4.232545717034832400e+00
-4.665137682944733299e-01 -2.721916528386037371e+00
-4.725090792825659136e-01 -2.675113075883080338e+00
-1.149312966353432719e+00 -4.510627181557745224e+00
-1.364933165525715530e+00 -4.972554587337643106e+00
-3.885000914045186882e-01 -2.632685527099586587e+00
-4.590823612647421115e-01 -2.719297327215838944e+00
-5.607353115504286611e-01 -2.859190070477654277e+00
-8.950551602893306313e-01 -3.694168864593493140e+00
-9.964640345924371534e-01 -4.148974165033390449e+00
-5.116823357094364422e-01 -2.970874377795920118e+00
-1.027903848927386177e+00 -4.318585951448087101e+00
-1.170982993120430304e+00 -4.433983379033154648e+00
-1.388667041475417419e+00 -5.087815657275087666e+00
-1.051906444054579781e+00 -4.625025356195792803e+00
-1.361419481402617038e+00 -5.016977690486204899e+00
-9.653306386197542110e-01 -3.996095729534530516e+00
-4.180653511671488243e-01 -2.373898537827097588e+00
-1.117280908691061558e+00 -4.296523502811895767e+00
-5.626834467603732959e-01 -2.841495894307961123e+00
-1.257349852585591732e+00 -4.686642257442666271e+00
-1.206103786709853631e+00 -4.359393434069859019e+00
-5.736981312938179700e-01 -2.940192417113805412e+00
-1.009283439744458333e+00 -4.150981769307202640e+00
-9.973697289383062214e-01 -3.904698611061780067e+00
-7.581595978795744317e-01 -3.435328589807803645e+00
-5.586263798413219073e-01 -2.954998331968761605e+00
-5.794407953002188583e-01 -2.971264806852314866e+00
-1.045545947768703021e+00 -4.414827946794988911e+00
-4.213837126856743165e-01 -2.502873543985640215e+00
-1.119683151075928418e+00 -4.256317566739411973e+00
-1.071301627524097633e+00 -4.314154524643780242e+00
-5.028219563822443616e-01 -2.668814351672840868e+00
-6.003810803686036035e-01 -2.588359953782645828e+00
-7.006098124098727453e-01 -3.342695114431895487e+00
-1.335937467310602811e+00 -4.721255675691030440e+00
-9.508921350789241167e-01 -4.109084532664731171e+00
-4.535760515703455842e-01 -2.698409510205577622e+00
-8.575415740747347471e-01 -3.632671124785189942e+00
-4.091758784434146867e-01 -2.774844351568129586e+00
-1.170445109332689970e+00 -4.608346092299624885e+00
-1.046066337173693794e+00 -4.179014434093543784e+00
-7.212570434616808468e-01 -3.477325748480788015e+00
-5.537212840712812945e-01 -2.992768725877703595e+00
-9.169690530872313117e-01 -3.680967321507169210e+00
-4.214674232099606677e-01 -2.644974130423499492e+00
-1.015855120436591985e+00 -4.362414619528779625e+00
-3.336098114692402361e-01 -2.469049656599275444e+00
-4.748646758544565194e-01 -2.700588113378722177e+00
-1.027365506360351288e+00 -4.121205637990542847e+00
-5.007695788270869475e-01 -2.886467412318675319e+00
-8.877186973164651329e-01 -3.658470272860265826e+00
-4.235377363012933216e-01 -2.699156473180823301e+00
-7.195234748078117581e-01 -3.355259283530431347e+00
-6.745029125338034559e-01 -2.965093916144597053e+00
-1.221333665209975550e+00 -4.623932254046191126e+00
-3.692898985859199845e-01 -2.586529967194091562e+00
-1.353006132422959862e+00 -4.893892590544636434e+00
-7.598359769458010726e-01 -3.670078756038940515e+00
-5.673172457142126035e-01 -3.011907996205888338e+00
-1.084222203086014913e+00 -4.543525209880320936e+00
-4.557337663254638072e-01 -2.699594797968212667e+00
-1.262602789864604613e+00 -4.781859217911276438e+00
-7.512645380494662462e-01 -3.446476770289442548e+00
-8.491967569567825391e-01 -3.653667736373624297e+00
-1.016118790931281657e+00 -3.918572850277193709e+00
-7.521286923563651472e-01 -3.528849415134251988e+00
-6.619492809664601074e-01 -3.157250599938200342e+00
-2.989719922206010017e-01 -2.483201115937273773e+00
-3.454256740231407830e-01 -2.489962621729514769e+00
-9.294659067099066974e-01 -3.947015216565674223e+00
-1.351790666557953546e+00 -5.037927466114416220e+00
-1.210411633943339282e+00 -4.490197026387355628e+00
-4.874236162551578433e-01 -2.749082344955330992e+00
-1.009012191054120100e+00 -4.314418727907410656e+00
-3.677671467096209623e-01 -2.697240835555203997e+00
-8.830908292764090284e-01 -3.762014950867894836e+00
-9.889162982656861667e-01 -4.138210377897037162e+00
-4.744283314248395333e-01 -2.682334023727213079e+00
-1.090995332939395324e+00 -4.188090893631199130e+00
-4.434278721729839612e-01 -2.462463230005075943e+00
-8.413585705603545684e-01 -3.812274591686380720e+00
-3.375787670738994439e-01 -2.545297733544185981e+00
-1.183826922820418570e+00 -4.768435171261736549e+00
-7.505034249113586853e-01 -3.396035321023042286e+00
-6.549853799234025553e-01 -2.872921205471199446e+00
-5.876147367868389537e-01 -3.188623695501310085e+00
-9.093154189562865364e-01 -3.821512481042998566e+00
-1.133405087532919797e+00 -4.418446985359174128e+00
-1.441975036540944277e+00 -5.359479484064984867e+00
-9.557683867203111694e-01 -4.105407001768567987e+00
-4.680097056815915035e-01 -2.588662097477245183e+00
-3.660066465575231853e-01 -2.530072549099733337e+00
-8.984607964313295891e-01 -3.713386292075606221e+00
-1.269463199984027346e+00 -4.788421402681674266e+00
-7.652873052326714109e-01 -3.537251176807960640e+00
-9.879197668092385420e-01 -4.076821481300687111e+00
-5.985511375054580752e-01 -3.071835791024720930e+00
-1.273344192051053092e+00 -4.701329969005677789e+00
-5.206561467052229775e-01 -2.945123853944556558e+00
-7.954539584279154418e-01 -3.555630824645787502e+00
-1.313791881742892853e+00 -5.002194044640095427e+00
-4.165948935818758470e-01 -2.466601468088488236e+00
-7.132932581121018689e-01 -3.151609704871046524e+00
-4.750741657335721402e-01 -2.687933550516033332e+00
-5.798286731978620212e-01 -2.952314281870575208e+00
-7.747361242427501793e-01 -3.407393405852033208e+00
-4.778786028996472313e-01 -2.854303191551150753e+00
-1.401603259713752880e+00 -5.039236903253812905e+00
-9.517146069943751563e-01 -4.073610808286522555e+00
-5.673920871328828053e-01 -3.249220751965214316e+00
-6.145424145226776602e-01 -3.349165033653279888e+00
-9.447621889078442470e-01 -4.064673381971375399e+00
-4.795764651361716369e-01 -2.748852827527166642e+00
-4.610656683787214827e-01 -2.643206483423258923e+00
-4.195876964003677490e-01 -2.510261033842485112e+00
-4.568890541913060988e-01 -2.756256009018371422e+00
-1.266941072115917777e+00 -4.436392884662732072e+00
-1.293305170636525059e+00 -5.149792440703652829e+00
-5.377246342117460998e-01 -2.948216663700591322e+00
-1.351071318348748163e+00 -5.037710102661687728e+00
-1.277179708370090871e+00 -4.623105120630049747e+00
-1.104038877368981542e+00 -4.325672179602381817e+00
-9.128245113119580756e-01 -3.712517615627667134e+00
-1.075956610964968529e+00 -4.359551785245377786e+00
-4.412181982492279775e-01 -2.545786905803661959e+00
-1.037684496089799069e+00 -3.991426881577968544e+00
-4.473068699853746111e-01 -2.556103129218212811e+00
-1.059948039343217019e+00 -4.082909853804369327e+00
-3.592453127694449910e-01 -2.325091889051829064e+00
-1.186001400739798317e+00 -4.595514948010453793e+00
-5.007760760542587786e-01 -2.791904657522174205e+00
-1.249228412849123115e+00 -4.786543739375998641e+00
-9.384621418136432913e-01 -3.956397343341921946e+00
-5.206268301940228937e-01 -2.843142071609483512e+00
-1.282463621708843871e+00 -4.740344283570808059e+00
-1.335671507513096268e+00 -4.971245679976004972e+00
-5.069547690698513742e-01 -2.874729137655521072e+00
-1.005145437999282798e+00 -4.038764627928631334e+00
-4.137956059566412770e-01 -2.643423956828724108e+00
-9.849070316266356206e-01 -4.245411254361143527e+00
-1.336498359025672045e+00 -4.872076793628232316e+00
-4.057012521395990667e-01 -2.748221351754028152e+00
-8.093730378635747291e-01 -3.335544939321216873e+00
-1.288694887552618962e+00 -4.979630281034402195e+00
-9.168480740103829296e-01 -3.896802620933584649e+00
-1.228167777193477139e+00 -4.538855090934980296e+00
-5.933584739768398286e-01 -3.109383416288788560e+00
-4.900818694107350604e-01 -2.606595581358466251e+00
-5.131788968146467900e-01 -2.810994275909481921e+00
-1.295804519190457915e+00 -4.895642673821638979e+00
-1.434512968204760819e+00 -5.064253655494199258e+00
-1.045610980998151751e+00 -4.110677673204085281e+00
-8.363879086584723455e-01 -3.865694213918172029e+00
-5.280821622364182399e-01 -2.931907121762893365e+00
-9.364417171989014577e-01 -3.923161335284108375e+00
-5.225861758470532470e-01 -2.906351589212365916e+00
-1.107464263500703261e+00 -4.564174108844310851e+00
-4.332791097543947645e-01 -2.659754317177737803e+00
-4.437736917962551986e-01 -2.677829139503757894e+00
-1.156615551253930230e+00 -4.457494561482958417e+00
-4.488179059227273560e-01 -2.766080619903803495e+00
-1.266420126753626807e+00 -4.795034925841476614e+00
-1.147150925220994599e+00 -4.293960838444752071e+00
-5.049609767794811521e-01 -2.885726081971084156e+00
-9.586871268928484069e-01 -3.901588366795330831e+00
-4.521596357897530449e-01 -2.418817716897813774e+00
-9.703710704504682205e-01 -4.069782232091123220e+00
-5.099082208078907774e-01 -2.618930230961010963e+00
-7.168242771763582155e-01 -3.546134651204303712e+00
-6.814754016644016810e-01 -3.175630299179012628e+00
-4.811361272038651715e-01 -2.862495989047874723e+00
-4.572583605047433331e-01 -2.396919107775551616e+00
-5.021566221253654927e-01 -2.566186382417051437e+00
-1.535367025688016973e+00 -5.404958050559046434e+00
-3.942247553535145332e-01 -2.566914502339103787e+00
-4.754821297217428633e-01 -2.608805828260615467e+00
-8.015473442553041616e-01 -3.712053945140080469e+00
-4.884946016813320746e-01 -2.501901910726712863e+00
-4.635275060249046120e-01 -2.418483786117300749e+00
-3.881705713175612193e-01 -2.527910650923162805e+00
-6.529433406123669181e-01 -2.983919344015421693e+00
-4.261606108730217057e-01 -2.664631925198596374e+00
-3.961223776116445383e-01 -2.573879224559610268e+00
-1.294082860359575315e+00 -4.804768575237020833e+00
-4.442328010842416797e-01 -2.300217570794787836e+00
-1.290754269505841600e+00 -4.701248933067821767e+00
-1.271019890191379842e+00 -4.437460653926521559e+00
-3.797653326676945218e-01 -2.585324067531747261e+00
-1.178844889616013747e+00 -4.278127975612151523e+00
-5.929950675096472557e-01 -2.875872853121506090e+00
-9.930360332348876495e-01 -4.186221817291203351e+00
-9.829564070294890543e-01 -4.209394411526253599e+00
-3.812220532906449022e-01 -2.635999517552412463e+00
-2.649502023916548432e-01 -2.628798876518776417e+00
-7.512403926187037895e-01 -3.384688942732903438e+00
-1.217623292659371081e+00 -4.578089297201892727e+00
-7.408464786525760237e-01 -3.489470909739036397e+00
-1.319294586109989398e+00 -4.771852307537256976e+00
-6.128972532399676876e-01 -3.008280437809981223e+00
-1.313556427457352793e+00 -4.709474421704157088e+00
-8.496081028231603494e-01 -3.704859325803360193e+00
-1.343848033273316034e+00 -4.924499175779361693e+00
-1.105939417009521808e+00 -4.532672926846524675e+00
-5.646758719849355179e-01 -2.865737107391354677e+00
-9.811349182400952440e-01 -4.180678834763590146e+00
-5.741288605718432025e-01 -2.898695342231920602e+00
-7.737466126048634374e-01 -3.295030689758371434e+00
-5.099072724728760386e-01 -2.744443266835658868e+00
-1.337837278269267571e+00 -4.811622604426350591e+00
-1.258753999029630810e+00 -4.683189355633573747e+00
-6.177383593989894672e-01 -2.940630690087310484e+00
-1.176021637408744214e+00 -4.429735311558117061e+00
-1.343883000891507029e+00 -5.067095173417344611e+00
-1.266932874065163750e+00 -5.004623465741197208e+00
-1.116333401957497751e+00 -4.237052573396108635e+00
-1.003045510294438669e+00 -4.116769308652313164e+00
-4.595733756255943048e-01 -2.767903381371202176e+00
-1.485517836791818702e+00 -5.151689224957811675e+00
-4.244640359461112067e-01 -2.715159171688614315e+00
-9.871193059565356309e-01 -4.188669851188082660e+00
-4.681528562120786385e-01 -2.786281669249727422e+00
-1.238914460776176840e+00 -4.587149843515568648e+00
-4.841616545681151629e-01 -2.642345136119859550e+00
-1.280252009770430410e+00 -4.791491352689384975e+00
-4.715447209767457681e-01 -2.674334486512997877e+00
-5.116733134430536678e-01 -2.833608658368016897e+00
-9.809881036066511184e-01 -4.148506772036227197e+00
-5.191710409550090999e-01 -2.888835636995476630e+00
-8.783155236612872896e-01 -3.782242352990282885e+00
-1.230826290645802068e+00 -4.610405986017780400e+00
-4.841052577174483895e-01 -2.430799107357953570e+00
-3.552625606962550031e-01 -2.336914457250971022e+00
-3.897337490723302156e-01 -2.670959950932263904e+00
-1.135367609839788239e+00 -4.468422506006170636e+00
-4.964496753353560554e-01 -2.851709451705018328e+00
-4.565136640902613951e-01 -2.491482391334518098e+00
-1.545397213657032864e+00 -5.452082420986688049e+00
-9.089451181056340534e-01 -3.830722349628463697e+00
-4.359944519146656816e-01 -2.469161243479363943e+00
-4.466569223516613785e-01 -2.618978331955420291e+00
-8.379678463165786129e-01 -3.606190270366420592e+00
-4.081760170143210464e-01 -2.645541454070674980e+00
-6.495424074367447398e-01 -2.925943376247142069e+00
-6.156987742188791968e-01 -3.122613058552258902e+00
-1.271407196599333878e+00 -4.630276354534570871e+00
-9.116996954191384228e-01 -3.920126789898670250e+00
-5.885228775514658173e-01 -2.951902625984251127e+00
-1.141113058034749939e+00 -4.527572515090009908e+00
-9.781444563052456020e-01 -4.214684126886670157e+00
-4.766689221710937452e-01 -2.735358772101021518e+00
-4.452041531325997004e-01 -2.707926464321433802e+00
-7.305542661912159952e-01 -3.052331208023356446e+00
-1.501380716046874397e+00 -5.264706984833849468e+00
-1.132611976242189122e+00 -4.461452603514568516e+00
-6.441409761976900628e-01 -3.172839205130518536e+00
-1.202019951713914958e+00 -4.668748085937306946e+00
-4.448189273109587893e-01 -2.369068886079366276e+00
-1.106206728037445020e+00 -4.255076200909098105e+00
-4.330098886901457278e-01 -2.581748132069091373e+00
-1.257365810991544430e+00 -4.848261197670503009e+00
-6.813696835687012010e-01 -3.151402997195166922e+00
-1.157611019304803479e+00 -4.458793715086862619e+00
-1.317986448772820784e+00 -4.880350883328653744e+00
-8.597514030196096169e-01 -4.003077093594042957e+00
-6.134758732988874197e-01 -3.150641170483674092e+00
-8.756785763279328894e-01 -3.626171284158449470e+00
-1.091259801658750250e+00 -4.321058476994852349e+00
-5.590237795227608331e-01 -2.748542053422116549e+00
-1.171381865337185246e+00 -4.392764404441970250e+00
-9.596511250560576523e-01 -3.802639878474729951e+00
-1.122795225140552411e+00 -4.389401500887767149e+00
-1.061586340824928421e+00 -4.274396383939712329e+00
-4.084591127107889408e-01 -2.694745253260637519e+00
-1.096747454209755723e+00 -4.146424858370666655e+00
-1.403336573270608678e+00 -5.039860261331014613e+00
-1.030541989647681067e+00 -4.108520268015921850e+00
-4.467594904884512608e-01 -2.514741717755978545e+00
-1.048703384437404740e+00 -4.449350397511106614e+00
-6.938559777425994390e-01 -3.405561625798083192e+00
-1.279080611498889297e+00 -5.029631987431573137e+00
-1.339561948693047455e+00 -4.598866885984186581e+00
-9.920939240989069541e-01 -4.183277686246095861e+00
-5.935696298055963549e-01 -3.193294594333293102e+00
-9.324026754048725385e-01 -4.211432487611087794e+00
-8.115662982089849598e-01 -3.529408278488757489e+00
-4.004140849475650299e-01 -2.378548960040762328e+00
-1.049710013737703784e+00 -4.027270695507491283e+00
-6.094566817797290037e-01 -3.131484816889589240e+00
-7.751301666648767741e-01 -3.318240635133099747e+00
-1.273066933630658593e+00 -4.702305133696202510e+00
-1.282148122067782392e+00 -5.007405364313372687e+00
-4.798209434040883736e-01 -2.765613221750714334e+00
-4.624855389791863169e-01 -2.700249219944547807e+00
-1.303542590149566527e+00 -4.807943261591474560e+00
-4.214027837738520965e-01 -2.882629641915963159e+00
-1.228611536221247080e+00 -4.590983840304061481e+00
-4.256088953835298061e-01 -2.575833708642360609e+00
-1.004910854553035637e+00 -4.289112665926115397e+00
-5.407653185029239751e-01 -2.835569438422910871e+00
-1.339687960991798654e+00 -4.847727547429315997e+00
-1.122219551461291154e+00 -4.430806298632470330e+00
-4.509399594142085577e-01 -2.637862139602241029e+00
-1.395126189557878371e+00 -5.197859887676357538e+00
-7.199704255116393670e-01 -3.402579056476445540e+00
-6.377306900271197954e-01 -2.899160079530626710e+00
-4.518024966880261895e-01 -2.618511637014203419e+00
-1.168520750943152775e+00 -4.704271316806224235e+00
-4.941872065117098312e-01 -2.624587089309540211e+00
-7.733828286767723270e-01 -3.243772605273191445e+00
-5.977856936550380862e-01 -3.145806584662371730e+00
-1.152356855671796021e+00 -4.574507248966513728e+00
-4.385900629446364274e-01 -2.476136958302576296e+00
-4.948409523563171430e-01 -2.812461153694377991e+00
-6.999930463450121376e-01 -3.470989874873358527e+00
-1.334886389959602626e+00 -5.001694924620019300e+00
-5.326763407320445065e-01 -2.939114892320613848e+00
-1.155687160091934285e+00 -4.575608608599221583e+00
-1.224439882044758843e+00 -4.685902480278995696e+00
-6.401825924074650009e-01 -2.794432004871389985e+00
-5.330195183011382509e-01 -2.554701119746799254e+00
-3.929221475173036993e-01 -2.440239633593945801e+00
-6.007583864139097729e-01 -3.010786587971499895e+00
-8.952440018726230964e-01 -4.009981679124337006e+00
-7.666839786119513667e-01 -3.055689703693566628e+00
-1.027281283831686265e+00 -4.056768496075610742e+00
-1.341381822573495697e+00 -4.929681557927833246e+00
-9.517827161937194580e-01 -4.001788243597415473e+00
-7.391827919539071257e-01 -3.379153917013099306e+00
-1.507353299334622587e+00 -5.463572573926953169e+00
-4.811718679352344763e-01 -2.521802686398309845e+00
-1.085419596383804919e+00 -4.319878792835949888e+00
-3.836621505729062021e-01 -2.559796812983025749e+00
-5.332018090674830457e-01 -2.853633982840173999e+00
-5.872001368007594424e-01 -3.172782708152130926e+00
-4.347766574554346453e-01 -2.681384758355526365e+00
-8.877578128685923442e-01 -3.824424674518295486e+00
-1.195361649544600446e+00 -4.603639685543503113e+00
-4.959909416038021934e-01 -2.627827076651920279e+00
-4.090269758802286826e-01 -2.765630782466192983e+00
-1.149325511783489961e+00 -4.505444238567413606e+00
-3.321709498799088611e-01 -2.415149309531346322e+00
-1.061196691840454287e+00 -4.223041764622209371e+00
-4.675753527303522783e-01 -2.725934487590107480e+00
-5.483278303692321609e-01 -2.937052182302620107e+00
-9.192063749406940154e-01 -4.003344700937366163e+00
-4.895314415526097473e-01 -2.687904882675730356e+00
-1.291953951066407091e+00 -4.771980380349597262e+00
-7.305438218818762763e-01 -3.133616204059470167e+00
-9.188810224145058658e-01 -3.669303616110338062e+00
-1.369036094582452234e+00 -5.023465921375578347e+00
-1.135032715297292993e+00 -4.344802297393539625e+00
-1.351888929417759844e+00 -5.182329413109859395e+00
-9.754534673155271784e-01 -4.116169336653971556e+00
-4.721557149370923523e-01 -2.712174769463706614e+00
-4.182385077022936493e-01 -2.555919094480827436e+00
-3.079273666461650460e-01 -2.668328764747235127e+00
-7.895902029788225418e-01 -3.079171901260626232e+00
-6.639001879476630341e-01 -3.339478042999694640e+00
-1.239055651350111864e+00 -4.614872884482941195e+00
-1.308074314764715584e+00 -4.905812393206120170e+00
-2.742052826076411542e-01 -2.571347007398401718e+00
-6.716854480559747431e-01 -3.348082992360197352e+00
-1.313428905941551594e+00 -5.073178997573997151e+00
-6.572829169137588412e-01 -3.197417271340019074e+00
-1.076186539448327650e+00 -4.370125503722467109e+00
-5.301757826934433426e-01 -2.784657846435729223e+00
-9.174639595267654046e-01 -3.785914724069494586e+00
-5.349821663908036484e-01 -2.869599751087363870e+00
-1.551123096896113385e+00 -5.384586265960417784e+00
-1.384207640448474885e+00 -5.130134803940747723e+00
-6.161092778859753594e-01 -3.140912114845616721e+00
-7.881906910148268608e-01 -3.446381331223534517e+00
-1.036406973162108835e+00 -4.250743412981178082e+00
-4.557728090058869586e-01 -2.702899370427844783e+00
-5.233734709929722673e-01 -2.961500743154845239e+00
-1.063879213411774938e+00 -4.351718127790366708e+00
-1.135401216680670844e+00 -4.257062745954802274e+00
-4.253499209341207732e-01 -2.741884518797737424e+00
-4.707183203872917221e-01 -2.566744061337331573e+00
-6.103481450160341826e-01 -2.938752087750157393e+00
-7.128925673304967736e-01 -3.340810460361992806e+00
-7.382961098453242332e-01 -3.342838544960411440e+00
-5.885853048588103320e-01 -2.842266826306775407e+00
-4.833449278131893845e-01 -2.566545271905595449e+00
-4.830788650239217774e-01 -2.753939443439167079e+00
-1.110579551140841392e+00 -4.161255135290193863e+00
-1.184087865584331434e+00 -4.256790287702470366e+00
-1.319346352655336396e+00 -4.957116435210549454e+00
-5.269007164241430452e-01 -2.742381747772478118e+00
-4.316568852182737226e-01 -2.751869360886345373e+00
-6.893777037852096834e-01 -3.300662085056151440e+00
-1.296426612255543454e+00 -4.820185528446990553e+00
-8.208954019011046599e-01 -3.778031605671368975e+00
-4.827783616951294432e-01 -2.647071274527213358e+00
-1.354878792596291737e+00 -4.890720545077463122e+00
-4.840581755379667617e-01 -2.562991222241589817e+00
-4.332713978877545391e-01 -2.718095073823338037e+00
-4.264620878866766107e-01 -2.797406796975414611e+00
-1.031144857123126757e+00 -4.318283675498158836e+00
-6.996496363965953869e-01 -3.425293126711896452e+00
-5.268478511016461141e-01 -2.986913831291385879e+00
-3.813962707554710008e-01 -2.649187235873039725e+00
-1.329146574598587982e+00 -4.907881618738473506e+00
-8.514229597823410600e-01 -3.880031304888110544e+00
-5.596899870393235998e-01 -2.992038646100704913e+00
-3.910535512045448803e-01 -2.525106554084368682e+00
-1.078890694509705650e+00 -4.440473604356782289e+00
-1.439388093643248379e+00 -5.262038715343249073e+00
-1.175498028671256190e+00 -4.548793448257377747e+00
-1.289518824136728581e+00 -4.830842365618440937e+00
-4.909552090074867370e-01 -2.550643681707030375e+00
-1.047496500889927740e+00 -4.259733884101312817e+00
-4.535406130508325417e-01 -2.604386688084340040e+00
-1.163831888942758352e+00 -4.497107392405188975e+00
-6.407025969115499597e-01 -3.212441576098635121e+00
-5.243825531197668921e-01 -2.967624249869341924e+00
-3.856865503294720221e-01 -2.402523230056211379e+00
-1.232505081476589881e+00 -4.611578270691047088e+00
-4.886168858362030520e-01 -2.617099513691216739e+00
-3.397435348389794552e-01 -2.672624997624505117e+00
-6.179194280752858814e-01 -3.107373725473015824e+00
-9.492753168360538174e-01 -3.944550055847212189e+00
-8.485620735013105209e-01 -3.733377025052012854e+00
-7.214865011684497009e-01 -3.494072499010491217e+00
-5.884728100368316062e-01 -2.998125245309137377e+00
-1.121547691145769798e+00 -4.285254081666769466e+00
-4.115216392567909165e-01 -2.628171409495005495e+00
-5.236112917112456522e-01 -2.793259535684486039e+00
-9.122610180700250204e-01 -3.573020236809590244e+00
-1.285890205283622301e+00 -4.734928156036636082e+00
-1.452278316725452934e+00 -5.312637257156251458e+00
-4.381331572061743507e-01 -2.649258735790183117e+00
-7.351226969404454081e-01 -3.490117628605154732e+00
-1.191015666018703456e+00 -4.695102048126132743e+00
-4.682845237654708059e-01 -2.821609318126727217e+00
-1.290376974177701808e+00 -4.908617402933958651e+00
-1.088916419364718502e+00 -4.267709882093223328e+00
-4.730714197533690268e-01 -2.647461413689435439e+00
-4.639428324962692751e-01 -2.835755465196672098e+00
-5.467693092464719351e-01 -2.743375698062206158e+00
-1.031066082864819489e+00 -4.087724399901599526e+00
-8.007624387918202968e-01 -3.221069347266837912e+00
-4.798960796107269999e-01 -2.579082638389215365e+00
-1.355682485807954807e+00 -4.813703888436390521e+00
-6.870005805281446110e-01 -3.051285967873873517e+00
-1.581442956067630190e+00 -5.399282944397549855e+00
-7.604907871246652240e-01 -3.113221034968950196e+00
-4.076966770680906516e-01 -2.539904882215233695e+00
-5.279909002662297457e-01 -2.835066075392647988e+00
-7.398700586119714151e-01 -3.486653675282534781e+00
-5.898112063464256982e-01 -3.040277721437117275e+00
-1.128158284485951235e+00 -4.442478253174279246e+00
-3.838072342446390839e-01 -2.501816045589286830e+00
-4.181460531132100145e-01 -2.619119405616624263e+00
-4.631312807892978278e-01 -2.625173264182788735e+00
-1.137433739613245898e+00 -4.638063507364182492e+00
-1.129159391638314469e+00 -4.236755635685140575e+00
-5.603120565340488080e-01 -2.845482781913385661e+00
-1.168465296079642002e+00 -4.359549266696403080e+00
-7.456794711565964962e-01 -3.278345446856334000e+00
-9.651893555750988840e-01 -3.735208157135978535e+00
-7.976947295460871112e-01 -3.574979602025036396e+00
-1.346459428531636027e+00 -5.152496672178743964e+00
-5.609912780111175890e-01 -2.854557662362207093e+00
-8.086444109034085503e-01 -3.489714087743799542e+00
-6.684955056294267228e-01 -3.150748185202770557e+00
-1.357757536454121228e+00 -4.735461968336405647e+00
-4.509632835145787610e-01 -2.735022783710177041e+00
-8.730718241006447666e-01 -3.631237171339902758e+00
-6.693724858035968728e-01 -3.321527758875896019e+00
-8.176884220502917966e-01 -3.425232328612564547e+00
-3.871303548381515580e-01 -2.588025403526090784e+00
-6.648420400991025270e-01 -3.512567670068495129e+00
-1.317792533899006413e+00 -4.769411835732270788e+00
-7.345901031613617516e-01 -3.411769982534821999e+00
-9.620229017362529333e-01 -4.244113274412525172e+00
-5.391699250764183660e-01 -2.797850671175640791e+00
-1.352870119290466189e+00 -5.104202363561405775e+00
-1.066758291747418541e+00 -4.131539176040693206e+00
-8.659238481373111584e-01 -3.846188759119734790e+00
-1.128480820705938692e+00 -4.646951602389449043e+00
-7.254185943681054072e-01 -3.388414263886770694e+00
-1.098087834415038211e+00 -4.568345340056754189e+00
-1.282800385949105060e+00 -4.775949535611961672e+00
-1.125820667152974019e+00 -4.476647884385068998e+00
-1.207833591291332942e+00 -4.621271273071897667e+00
-1.120304889089515310e+00 -4.451599654044120058e+00
-4.993654659394303197e-01 -2.775549578768595094e+00
-4.306283133441172750e-01 -2.730336165909616142e+00
-1.068185595290217726e+00 -4.221661085902707278e+00
-1.202962463280928374e+00 -4.809768624569441542e+00
-1.311186608590590996e+00 -4.714924880243819061e+00
-7.558825285348029777e-01 -3.163817590902847865e+00
-1.239243344334822750e+00 -4.656031148643769768e+00
-7.360516020902745371e-01 -3.343274934893655903e+00
-3.974109275629703619e-01 -2.515375220684597846e+00
-5.113195613408788587e-01 -2.830712818455456858e+00
-1.294971607167908267e+00 -4.727504831560487730e+00
-7.206462298470676098e-01 -3.501430967541546924e+00
-1.274131804057454298e+00 -4.801060053459506705e+00
-3.782216351131354459e-01 -2.672229501885313940e+00
-1.286676162943559465e+00 -4.590989201689913202e+00
-4.624652504513496742e-01 -2.752466824345122021e+00
-7.983413973265104380e-01 -3.448053935333120990e+00
-4.153909767936417308e-01 -2.422412885541533001e+00
-5.049086464008013531e-01 -2.803022312079275657e+00
-1.382693758521272853e+00 -5.026591434037756656e+00
-4.553965523285654626e-01 -2.715676862082398113e+00
-5.320534644905775545e-01 -2.905420225423096081e+00
-1.217747199852579287e+00 -4.381967852026287247e+00
-1.023988632185769632e+00 -4.075231954729762407e+00
-4.303110982177147381e-01 -2.660365997178135711e+00
-1.257838268450609309e+00 -4.573110666632032029e+00
-5.336824101975328194e-01 -2.756941492778668401e+00
-1.291135951532526249e+00 -4.730898155801887661e+00
-1.143014551224345254e+00 -4.201134212626263853e+00
-1.331469862229552881e+00 -4.780305854247901109e+00
-8.182164450207493056e-01 -3.696662453655918057e+00
-4.659464134602626095e-01 -2.576777105625289277e+00
-9.063852970260695141e-01 -3.684995086289704069e+00
-5.064885850336829920e-01 -2.754627778685363459e+00
-4.254154364752852913e-01 -2.634359930064744670e+00
